MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20210914,46121,Todd County,SD,0.00,100.00,0.02,0.00,0.00,0.00,2021-09-14,2021-09-20,1
20210907,46121,Todd County,SD,0.00,100.00,16.50,0.00,0.00,0.00,2021-09-07,2021-09-13,1
20210831,46121,Todd County,SD,0.00,100.00,76.97,1.40,0.00,0.00,2021-08-31,2021-09-06,1
20210824,46121,Todd County,SD,0.00,100.00,77.11,1.74,0.00,0.00,2021-08-24,2021-08-30,1
20210817,46121,Todd County,SD,0.00,100.00,77.11,1.74,0.00,0.00,2021-08-17,2021-08-23,1
20210810,46121,Todd County,SD,0.00,100.00,52.16,1.74,0.00,0.00,2021-08-10,2021-08-16,1
20210803,46121,Todd County,SD,0.00,100.00,47.28,1.74,0.00,0.00,2021-08-03,2021-08-09,1
20210727,46121,Todd County,SD,0.00,100.00,47.28,1.89,0.00,0.00,2021-07-27,2021-08-02,1
20210720,46121,Todd County,SD,0.00,100.00,47.28,1.89,0.00,0.00,2021-07-20,2021-07-26,1
20210713,46121,Todd County,SD,0.00,100.00,72.41,10.53,0.00,0.00,2021-07-13,2021-07-19,1
20210706,46121,Todd County,SD,0.00,100.00,34.10,0.00,0.00,0.00,2021-07-06,2021-07-12,1
20210629,46121,Todd County,SD,0.00,100.00,34.21,0.00,0.00,0.00,2021-06-29,2021-07-05,1
20210622,46121,Todd County,SD,0.00,100.00,34.21,0.00,0.00,0.00,2021-06-22,2021-06-28,1
20210615,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-06-15,2021-06-21,1
20210608,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-06-08,2021-06-14,1
20210601,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-06-01,2021-06-07,1
20210525,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-05-25,2021-05-31,1
20210518,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-05-18,2021-05-24,1
20210511,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-05-11,2021-05-17,1
20210504,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-05-04,2021-05-10,1
20210427,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-04-27,2021-05-03,1
20210420,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-04-20,2021-04-26,1
20210413,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-04-13,2021-04-19,1
20210406,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-04-06,2021-04-12,1
20210330,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-03-30,2021-04-05,1
20210323,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-03-23,2021-03-29,1
20210316,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-03-16,2021-03-22,1
20210309,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2021-03-09,2021-03-15,1
20210302,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2021-03-02,2021-03-08,1
20210223,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2021-02-23,2021-03-01,1
20210216,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2021-02-16,2021-02-22,1
20210209,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2021-02-09,2021-02-15,1
20210202,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2021-02-02,2021-02-08,1
20210126,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2021-01-26,2021-02-01,1
20210119,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2021-01-19,2021-01-25,1
20210112,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2021-01-12,2021-01-18,1
20210105,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2021-01-05,2021-01-11,1
20201229,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2020-12-29,2021-01-04,1
20201222,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2020-12-22,2020-12-28,1
20201215,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2020-12-15,2020-12-21,1
20201208,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2020-12-08,2020-12-14,1
20201201,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2020-12-01,2020-12-07,1
20201124,46121,Todd County,SD,0.00,100.00,18.97,0.00,0.00,0.00,2020-11-24,2020-11-30,1
20201117,46121,Todd County,SD,0.00,100.00,18.97,0.00,0.00,0.00,2020-11-17,2020-11-23,1
20201110,46121,Todd County,SD,0.00,100.00,18.97,0.00,0.00,0.00,2020-11-10,2020-11-16,1
20201103,46121,Todd County,SD,0.00,100.00,18.97,0.00,0.00,0.00,2020-11-03,2020-11-09,1
20201027,46121,Todd County,SD,0.00,100.00,18.97,0.00,0.00,0.00,2020-10-27,2020-11-02,1
20201020,46121,Todd County,SD,0.00,100.00,18.97,0.00,0.00,0.00,2020-10-20,2020-10-26,1
20201013,46121,Todd County,SD,0.00,100.00,18.97,0.00,0.00,0.00,2020-10-13,2020-10-19,1
20201006,46121,Todd County,SD,0.00,100.00,18.97,0.00,0.00,0.00,2020-10-06,2020-10-12,1
20200929,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2020-09-29,2020-10-05,1
20200922,46121,Todd County,SD,99.72,0.28,0.00,0.00,0.00,0.00,2020-09-22,2020-09-28,1
20200915,46121,Todd County,SD,99.72,0.28,0.00,0.00,0.00,0.00,2020-09-15,2020-09-21,1
20200908,46121,Todd County,SD,99.72,0.28,0.00,0.00,0.00,0.00,2020-09-08,2020-09-14,1
20200901,46121,Todd County,SD,99.17,0.83,0.00,0.00,0.00,0.00,2020-09-01,2020-09-07,1
20200825,46121,Todd County,SD,98.56,1.44,0.00,0.00,0.00,0.00,2020-08-25,2020-08-31,1
20200818,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-08-18,2020-08-24,1
20200811,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-08-11,2020-08-17,1
20200804,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-08-04,2020-08-10,1
20200728,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-07-28,2020-08-03,1
20200721,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-07-21,2020-07-27,1
20200714,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-07-14,2020-07-20,1
20200707,46121,Todd County,SD,92.04,7.96,0.00,0.00,0.00,0.00,2020-07-07,2020-07-13,1
20200630,46121,Todd County,SD,92.04,7.96,0.00,0.00,0.00,0.00,2020-06-30,2020-07-06,1
20200623,46121,Todd County,SD,92.04,7.96,0.00,0.00,0.00,0.00,2020-06-23,2020-06-29,1
20200616,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-16,2020-06-22,1
20200609,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-09,2020-06-15,1
20200602,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-02,2020-06-08,1
20200526,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-26,2020-06-01,1
20200519,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-19,2020-05-25,1
20200512,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-12,2020-05-18,1
20200505,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-05,2020-05-11,1
20200428,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-28,2020-05-04,1
20200421,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-21,2020-04-27,1
20200414,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-14,2020-04-20,1
20200407,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-07,2020-04-13,1
20200331,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-31,2020-04-06,1
20200324,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-24,2020-03-30,1
20200317,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-17,2020-03-23,1
20200310,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-10,2020-03-16,1
20200303,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-03,2020-03-09,1
20200225,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-25,2020-03-02,1
20200218,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-18,2020-02-24,1
20200211,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-11,2020-02-17,1
20200204,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-04,2020-02-10,1
20200128,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-28,2020-02-03,1
20200121,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,1
20200114,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-14,2020-01-20,1
20200107,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-07,2020-01-13,1
20191231,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-31,2020-01-06,1
20191224,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-24,2019-12-30,1
20191217,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-17,2019-12-23,1
20191210,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-10,2019-12-16,1
20191203,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-03,2019-12-09,1
20191126,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-26,2019-12-02,1
20191119,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-19,2019-11-25,1
20191112,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-12,2019-11-18,1
20191105,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,1
20191015,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-15,2019-10-21,1
20191008,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-08,2019-10-14,1
20191001,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190115,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190108,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190101,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20181225,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181218,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181211,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181204,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181127,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181120,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181113,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181106,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20181030,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-30,2018-11-05,1
20181023,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-23,2018-10-29,1
20181016,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-16,2018-10-22,1
20181009,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-09,2018-10-15,1
20181002,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-02,2018-10-08,1
20180925,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-25,2018-10-01,1
20180918,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-18,2018-09-24,1
20180911,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-11,2018-09-17,1
20180904,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-04,2018-09-10,1
20180828,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-28,2018-09-03,1
20180821,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-21,2018-08-27,1
20180814,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-14,2018-08-20,1
20180807,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-07,2018-08-13,1
20180731,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-31,2018-08-06,1
20180724,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-24,2018-07-30,1
20180717,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-17,2018-07-23,1
20180710,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,1
20180703,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,1
20180626,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,1
20180619,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,1
20180612,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,1
20180605,46121,Todd County,SD,99.94,0.06,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,1
20180529,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,1
20180522,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,1
20180515,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,1
20180508,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,1
20180501,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,1
20180424,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-24,2018-04-30,1
20180417,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-17,2018-04-23,1
20180410,46121,Todd County,SD,89.75,10.25,0.00,0.00,0.00,0.00,2018-04-10,2018-04-16,1
20180403,46121,Todd County,SD,89.74,10.26,0.00,0.00,0.00,0.00,2018-04-03,2018-04-09,1
20180327,46121,Todd County,SD,67.70,32.30,0.00,0.00,0.00,0.00,2018-03-27,2018-04-02,1
20180320,46121,Todd County,SD,65.69,34.31,0.00,0.00,0.00,0.00,2018-03-20,2018-03-26,1
20180313,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2018-03-13,2018-03-19,1
20180306,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2018-03-06,2018-03-12,1
20180227,46121,Todd County,SD,0.00,100.00,25.55,0.00,0.00,0.00,2018-02-27,2018-03-05,1
20180220,46121,Todd County,SD,0.00,100.00,25.55,0.00,0.00,0.00,2018-02-20,2018-02-26,1
20180213,46121,Todd County,SD,0.00,100.00,25.55,0.00,0.00,0.00,2018-02-13,2018-02-19,1
20180206,46121,Todd County,SD,0.00,100.00,25.55,0.00,0.00,0.00,2018-02-06,2018-02-12,1
20180130,46121,Todd County,SD,0.00,100.00,25.55,0.00,0.00,0.00,2018-01-30,2018-02-05,1
20180123,46121,Todd County,SD,0.00,100.00,25.55,0.00,0.00,0.00,2018-01-23,2018-01-29,1
20180116,46121,Todd County,SD,0.00,100.00,25.55,0.00,0.00,0.00,2018-01-16,2018-01-22,1
20180109,46121,Todd County,SD,0.00,100.00,25.55,0.00,0.00,0.00,2018-01-09,2018-01-15,1
20180102,46121,Todd County,SD,0.00,100.00,25.55,0.00,0.00,0.00,2018-01-02,2018-01-08,1
20171226,46121,Todd County,SD,0.00,100.00,25.55,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171219,46121,Todd County,SD,0.00,100.00,25.55,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171212,46121,Todd County,SD,0.00,100.00,25.55,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171205,46121,Todd County,SD,0.00,100.00,25.55,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,46121,Todd County,SD,0.00,100.00,25.55,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,46121,Todd County,SD,0.00,100.00,25.55,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,46121,Todd County,SD,0.00,100.00,25.55,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,46121,Todd County,SD,0.00,100.00,25.55,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,46121,Todd County,SD,0.00,100.00,25.55,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,46121,Todd County,SD,0.00,100.00,25.55,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,46121,Todd County,SD,0.00,100.00,26.82,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,46121,Todd County,SD,0.00,100.00,72.46,21.30,0.00,0.00,2017-10-10,2017-10-16,1
20171003,46121,Todd County,SD,0.00,100.00,72.46,21.30,0.00,0.00,2017-10-03,2017-10-09,1
20170926,46121,Todd County,SD,0.00,100.00,72.46,21.30,0.00,0.00,2017-09-26,2017-10-02,1
20170919,46121,Todd County,SD,0.00,100.00,100.00,33.97,0.00,0.00,2017-09-19,2017-09-25,1
20170912,46121,Todd County,SD,0.00,100.00,100.00,33.97,0.00,0.00,2017-09-12,2017-09-18,1
20170905,46121,Todd County,SD,0.00,100.00,100.00,33.97,0.00,0.00,2017-09-05,2017-09-11,1
20170829,46121,Todd County,SD,0.00,100.00,100.00,33.32,0.00,0.00,2017-08-29,2017-09-04,1
20170822,46121,Todd County,SD,0.00,100.00,100.00,33.32,0.00,0.00,2017-08-22,2017-08-28,1
20170815,46121,Todd County,SD,0.00,100.00,100.00,96.49,0.00,0.00,2017-08-15,2017-08-21,1
20170808,46121,Todd County,SD,0.00,100.00,100.00,99.03,0.00,0.00,2017-08-08,2017-08-14,1
20170801,46121,Todd County,SD,0.00,100.00,100.00,85.36,0.00,0.00,2017-08-01,2017-08-07,1
20170725,46121,Todd County,SD,0.00,100.00,100.00,85.36,0.00,0.00,2017-07-25,2017-07-31,1
20170718,46121,Todd County,SD,0.00,100.00,100.00,38.21,0.00,0.00,2017-07-18,2017-07-24,1
20170711,46121,Todd County,SD,0.00,100.00,39.35,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,46121,Todd County,SD,66.43,33.57,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,46121,Todd County,SD,80.30,19.70,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-28,2017-04-03,1
20170321,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-21,2017-03-27,1
20170314,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-14,2017-03-20,1
20170307,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-07,2017-03-13,1
20170228,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-28,2017-03-06,1
20170221,46121,Todd County,SD,59.07,40.93,0.00,0.00,0.00,0.00,2017-02-21,2017-02-27,1
20170214,46121,Todd County,SD,59.07,40.93,0.00,0.00,0.00,0.00,2017-02-14,2017-02-20,1
20170207,46121,Todd County,SD,59.07,40.93,0.00,0.00,0.00,0.00,2017-02-07,2017-02-13,1
20170131,46121,Todd County,SD,59.04,40.96,0.00,0.00,0.00,0.00,2017-01-31,2017-02-06,1
20170124,46121,Todd County,SD,59.04,40.96,0.00,0.00,0.00,0.00,2017-01-24,2017-01-30,1
20170117,46121,Todd County,SD,58.68,41.32,0.00,0.00,0.00,0.00,2017-01-17,2017-01-23,1
20170110,46121,Todd County,SD,58.68,41.32,0.00,0.00,0.00,0.00,2017-01-10,2017-01-16,1
20170103,46121,Todd County,SD,58.68,41.32,0.00,0.00,0.00,0.00,2017-01-03,2017-01-09,1
20161227,46121,Todd County,SD,58.68,41.32,0.00,0.00,0.00,0.00,2016-12-27,2017-01-02,1
20161220,46121,Todd County,SD,39.92,60.08,0.00,0.00,0.00,0.00,2016-12-20,2016-12-26,1
20161213,46121,Todd County,SD,39.92,60.08,0.00,0.00,0.00,0.00,2016-12-13,2016-12-19,1
20161206,46121,Todd County,SD,39.92,60.08,0.00,0.00,0.00,0.00,2016-12-06,2016-12-12,1
20161129,46121,Todd County,SD,39.92,60.08,0.00,0.00,0.00,0.00,2016-11-29,2016-12-05,1
20161122,46121,Todd County,SD,52.17,47.83,0.00,0.00,0.00,0.00,2016-11-22,2016-11-28,1
20161115,46121,Todd County,SD,52.17,47.83,0.00,0.00,0.00,0.00,2016-11-15,2016-11-21,1
